pv_situacion_credito;CLASE;ENTE
2;1;704349.0
2;1;3633654.0
2;1;6563987.0
2;1;1115732.0
2;1;7202955.0
2;1;3217346.0
2;1;5891997.0
2;1;2375709.0
2;1;2004427.0
2;1;4746541.0
2;1;3236051.0
2;1;1562490.0
2;1;2531950.0
2;1;1796399.0
2;1;635865.0
2;1;10846999.0
2;1;2350957.0
2;1;270960.0
2;1;291078.0
2;1;1368344.0
2;1;355492.0
2;1;559777.0
2;1;243223.0
2;1;652392.0
2;1;3682510.0
2;1;8699664.0
2;1;4535670.0
2;1;7102006.0
2;1;3081507.0
2;1;1339799.0
2;1;3147222.0
2;1;739429.0
2;1;2533712.0
2;1;1736454.0
2;1;4266146.0
2;1;10504540.0
2;1;4042014.0
2;1;3032307.0
2;1;5435032.0
2;1;5913974.0
2;1;559601.0
2;1;5854265.0
2;1;5186679.0
2;1;2070052.0
2;1;11217777.0
2;1;690877.0
2;2;2021676.0
2;1;11976123.0
2;1;8762645.0
2;1;2733336.0
2;1;1814207.0
2;1;7302379.0
2;1;1783469.0
2;1;782627.0
2;1;11766819.0
2;1;2131566.0
2;1;6674975.0
2;1;473572.0
2;1;6058373.0
2;1;10729594.0
2;1;763307.0
2;1;235725.0
2;1;869602.0
2;1;5447757.0
2;1;1361247.0
2;1;951578.0
2;1;1280508.0
2;1;505225.0
2;1;578188.0
2;1;2076906.0
2;1;4056396.0
2;1;2506611.0
2;1;5418393.0
2;1;802224.0
2;1;6512798.0
2;1;2575304.0
2;1;937926.0
2;1;5370307.0
2;1;2288958.0
2;1;3380740.0
2;1;3969608.0
2;1;6017752.0
2;1;1737445.0
2;1;596157.0
2;1;8993715.0
2;1;11412109.0
2;1;525309.0
2;1;4978861.0
2;1;10343715.0
2;1;4332985.0
2;1;1359570.0
2;1;1427237.0
2;1;10747740.0
2;1;4374075.0
2;1;3449778.0
2;1;2483136.0
2;1;5277441.0
2;1;4066289.0
2;1;2698204.0
2;1;2478436.0
2;1;6536267.0
2;1;11816163.0
2;1;4290760.0
2;1;1148207.0
2;1;966221.0
2;1;718535.0
2;1;2280361.0
2;1;667806.0
2;1;1611206.0
2;1;4882223.0
2;1;1641693.0
2;1;717191.0
2;1;5176528.0
2;1;6959107.0
2;1;674693.0
2;1;4672149.0
2;1;5866832.0
2;1;159051.0
2;1;517143.0
2;1;5023865.0
2;1;1648989.0
2;1;893755.0
2;1;3086951.0
2;1;3152630.0
2;1;586436.0
2;1;8775882.0
2;1;1020780.0
2;1;3063441.0
2;1;333734.0
2;1;3137738.0
2;1;4873678.0
2;2;3725089.0
2;1;7060772.0
2;1;1752435.0
2;1;2202076.0
2;1;4049959.0
2;1;6183941.0
2;1;1483922.0
2;1;1359961.0
2;1;631397.0
2;1;3165867.0
2;1;10724737.0
2;1;826792.0
2;1;1380344.0
2;1;7440882.0
2;1;7016078.0
2;1;654246.0
2;1;628681.0
2;1;10800934.0
2;1;1344953.0
2;1;817351.0
2;1;3116721.0
2;1;3346858.0
2;1;763687.0
2;1;582315.0
2;1;2224993.0
2;1;6557836.0
2;1;11086238.0
2;1;6769457.0
2;1;5293706.0
2;1;3285310.0
2;1;704052.0
2;1;3075121.0
2;1;488207.0
2;1;5502962.0
2;1;240249.0
2;1;1610396.0
2;1;766199.0
2;1;3811796.0
2;1;3770287.0
2;1;597586.0
2;2;3207155.0
2;1;4352962.0
2;1;2233527.0
2;1;779852.0
2;1;5179492.0
2;1;659941.0
2;1;6666563.0
2;1;1916335.0
2;1;1615379.0
2;1;742360.0
2;1;3073030.0
2;1;2884246.0
2;1;5761196.0
2;1;7029614.0
2;1;627272.0
2;1;11118931.0
2;1;562871.0
2;1;158990.0
2;1;751384.0
2;1;7029425.0
2;1;10262393.0
2;1;1783376.0
2;1;6686870.0
2;1;4056196.0
2;1;7132517.0
2;1;1557304.0
2;1;6539343.0
2;1;2635576.0
2;1;4201736.0
2;1;5013813.0
2;1;701410.0
2;1;5169280.0
2;1;1681691.0
2;1;5616935.0
2;1;7463816.0
2;1;3533546.0
2;1;659486.0
2;1;645178.0
2;1;7455228.0
2;1;959364.0
2;1;2984450.0
2;1;734970.0
2;1;10753971.0
2;1;4275890.0
2;1;3497129.0
2;1;10485270.0
2;1;3957687.0
2;1;4948869.0
2;1;2855009.0
2;1;3954057.0
2;1;695377.0
2;1;726447.0
2;1;3622306.0
2;1;1496522.0
2;1;2064240.0
2;1;11987520.0
2;1;11086398.0
2;1;11144240.0
2;1;255927.0
2;1;3561103.0
2;1;674755.0
2;1;718801.0
2;1;2350566.0
2;1;5904781.0
2;1;743499.0
2;1;4972808.0
2;1;4710221.0
2;1;5977343.0
2;1;4238985.0
2;1;1397657.0
2;1;132463.0
2;1;10859357.0
2;1;657034.0
2;1;2666456.0
2;1;5162954.0
2;1;4392109.0
2;1;6550223.0
2;1;1985260.0
2;1;5156997.0
2;1;664511.0
2;1;10841429.0
2;1;1853902.0
2;1;2482832.0
2;1;11007209.0
2;1;5095015.0
2;1;2449814.0
2;1;10384498.0
2;1;599680.0
2;1;4095770.0
2;1;974692.0
2;1;7089542.0
2;1;4492634.0
2;1;599425.0
2;1;4484095.0
2;1;6000463.0
2;1;5610351.0
2;1;393043.0
2;1;104719.0
2;1;2397067.0
2;1;1371060.0
2;1;719429.0
2;1;719000.0
2;1;2120190.0
2;1;784901.0
2;1;3917282.0
2;1;512014.0
2;1;4185411.0
2;1;3990349.0
2;1;5090658.0
2;1;6481878.0
2;1;10996640.0
2;1;3496058.0
2;1;1576679.0
2;1;831202.0
2;1;805352.0
2;1;622451.0
2;1;11142537.0
2;1;786856.0
2;1;3247413.0
2;1;732758.0
2;1;2973427.0
2;1;534133.0
2;1;5295553.0
2;1;3954887.0
2;1;1124893.0
2;1;664076.0
2;1;4135848.0
2;1;10844287.0
2;1;2883021.0
2;1;3188076.0
2;1;1248694.0
2;1;378699.0
2;1;11493725.0
2;1;11254684.0
2;1;6928626.0
2;1;619681.0
2;1;3133685.0
2;1;798878.0
2;1;892087.0
2;1;1156148.0
2;1;856966.0
2;1;4968492.0
2;1;3447336.0
2;1;840602.0
2;1;1403887.0
2;1;1809370.0
2;1;380536.0
2;1;6267535.0
2;1;582566.0
2;1;2100617.0
2;1;5170574.0
2;1;3579382.0
2;1;2408333.0
2;1;3015084.0
2;1;2804845.0
2;1;980571.0
2;1;2983236.0
2;1;10197649.0
2;1;2648842.0
2;1;619106.0
2;1;5121080.0
2;1;6064312.0
2;1;6138109.0
2;1;7103682.0
2;1;2720320.0
2;1;626217.0
2;1;1298543.0
2;1;1834842.0
2;1;432905.0
2;1;844453.0
2;1;2823909.0
2;1;5773137.0
2;1;1851001.0
2;1;4552621.0
2;1;10870074.0
2;1;1041004.0
2;1;5392341.0
2;1;1797654.0
2;1;2265167.0
2;1;9958014.0
2;1;1439712.0
2;1;652765.0
2;1;1237361.0
2;1;2828372.0
2;1;603716.0
2;1;10618149.0
2;1;695143.0
2;1;1341759.0
2;1;588736.0
2;1;11208063.0
2;1;5684130.0
2;1;5172927.0
2;1;2038398.0
2;1;3344181.0
2;1;8218893.0
2;1;1042832.0
2;1;3879824.0
2;1;641806.0
2;1;1947741.0
2;1;5513098.0
2;1;272863.0
2;1;2889204.0
2;1;899967.0
2;1;11405343.0
2;1;4153165.0
2;1;10570605.0
2;1;2190376.0
2;1;1561366.0
2;1;5342730.0
2;1;2779487.0
2;1;2324265.0
2;1;2213844.0
2;1;784997.0
2;1;4233729.0
2;1;4265517.0
2;1;742480.0
2;1;8228117.0
2;1;462431.0
2;1;1450711.0
2;1;2701110.0
2;1;4017840.0
2;1;573135.0
2;1;7796068.0
2;1;8987072.0
2;1;663846.0
2;1;3721342.0
2;1;1285087.0
2;1;5230238.0
2;1;2140072.0
2;1;3067536.0
2;1;8098648.0
2;1;4172227.0
2;1;257178.0
2;1;5226559.0
2;1;1515455.0
2;1;1328179.0
2;1;869832.0
2;1;3407747.0
2;1;10669461.0
2;1;242117.0
2;1;1171787.0
2;2;2977229.0
2;1;6251434.0
2;1;2247800.0
2;1;5377295.0
2;1;2059609.0
2;1;867967.0
2;1;3459850.0
2;1;1551465.0
2;1;2768123.0
2;1;3151239.0
2;1;481670.0
2;1;1503569.0
2;1;2424766.0
2;1;2560516.0
2;2;8716542.0
2;1;1822092.0
2;1;802301.0
2;1;1029476.0
2;1;6054001.0
2;1;6022286.0
2;1;11152913.0
2;1;694117.0
2;1;2963667.0
2;1;1399715.0
2;1;1824573.0
2;1;451241.0
2;1;11219031.0
2;1;1184238.0
2;1;10566187.0
2;1;3399839.0
2;1;4200187.0
2;1;3604342.0
2;1;4064600.0
2;1;8809072.0
2;1;625471.0
2;1;11289859.0
2;1;663802.0
2;1;2478562.0
2;1;6324476.0
2;1;2293251.0
2;1;1754761.0
2;1;141751.0
2;1;2686488.0
2;1;5415422.0
2;1;870665.0
2;1;10344394.0
2;1;4011320.0
2;1;7603747.0
2;1;1262857.0
2;1;1466325.0
2;1;10834206.0
2;2;742600.0
2;1;3071985.0
2;1;4260200.0
2;1;178433.0
2;1;826347.0
2;1;806919.0
2;1;171637.0
2;1;4967565.0
2;1;3683127.0
2;1;11184807.0
2;2;622455.0
2;1;3436091.0
2;1;11005300.0
2;1;5896743.0
2;1;5505903.0
2;1;5239840.0
2;1;6485746.0
2;1;2729823.0
2;1;7044875.0
2;1;6084961.0
2;2;6951458.0
2;1;2646907.0
2;1;4658456.0
2;1;824260.0
2;1;3273426.0
2;1;4093071.0
2;1;5920464.0
2;1;837090.0
2;1;3567785.0
2;1;2042929.0
2;1;10886242.0
2;1;5181465.0
2;1;3759784.0
2;1;431394.0
2;1;3816820.0
2;1;1860170.0
2;2;957202.0
2;1;5848104.0
2;1;1397979.0
2;1;2034675.0
2;1;1660951.0
2;1;1591888.0
2;1;1769557.0
2;1;819844.0
2;1;606244.0
2;1;4272331.0
2;1;4649541.0
2;1;6755712.0
2;1;2174008.0
2;1;1555995.0
2;1;1523697.0
2;1;1115431.0
2;1;3807948.0
2;1;5239401.0
2;1;10916934.0
2;1;10024529.0
2;1;64655.0
2;1;2022741.0
2;1;10874059.0
2;1;1681304.0
2;1;1643040.0
2;1;5062710.0
2;1;4717767.0
2;1;5510955.0
2;1;1773778.0
2;1;886045.0
2;1;1171594.0
2;1;6714155.0
2;1;1501405.0
2;1;1788647.0
2;1;5783162.0
2;1;4046596.0
2;1;10613408.0
2;1;11090525.0
2;1;1378390.0
2;1;2284581.0
2;1;3316917.0
2;1;2866451.0
2;1;5231582.0
2;1;549889.0
2;1;2050011.0
2;1;633297.0
2;1;5364849.0
2;1;2003454.0
2;1;3412376.0
2;1;1419616.0
2;1;626456.0
2;1;825688.0
2;1;5645607.0
2;1;4909378.0
2;1;7288760.0
2;1;2320351.0
2;1;2468402.0
2;1;1326080.0
2;1;4110434.0
2;1;5228249.0
2;1;4169366.0
2;1;5659717.0
2;1;3543032.0
2;1;1849602.0
2;1;796881.0
2;1;4994063.0
2;1;2940964.0
2;1;5406432.0
2;1;1063051.0
2;1;2549623.0
2;1;5762923.0
2;1;875203.0
2;1;117824.0
2;1;413811.0
2;1;909519.0
2;1;5753822.0
2;1;1563288.0
2;1;5655735.0
2;1;5317087.0
2;1;11164788.0
2;1;512837.0
2;1;6600080.0
2;1;4276266.0
2;1;3182395.0
2;1;2796273.0
2;1;2473119.0
2;1;7218017.0
2;1;1762857.0
2;1;1242779.0
2;1;3908134.0
2;1;5252797.0
2;1;6964179.0
2;1;1444058.0
2;1;3661534.0
2;1;2403309.0
2;1;2202556.0
2;1;6267905.0
2;1;7426901.0
2;1;525403.0
2;1;2107605.0
2;1;782779.0
2;1;2361830.0
2;1;3007994.0
2;1;1496063.0
2;1;7060353.0
2;1;5329491.0
2;1;549953.0
2;1;1971830.0
2;1;896178.0
2;1;1382116.0
2;1;6718493.0
2;1;2681649.0
2;1;10939979.0
2;1;1941409.0
2;1;867007.0
2;1;6557928.0
2;1;3662141.0
2;1;6325964.0
2;1;1731558.0
2;1;3547133.0
2;1;1927199.0
2;1;2409808.0
2;1;373258.0
2;1;1725776.0
2;1;10696219.0
2;1;6530161.0
2;1;1568034.0
2;1;5178905.0
2;1;4746960.0
2;1;994773.0
2;1;7019579.0
2;1;5703139.0
2;1;595329.0
2;1;8816563.0
2;1;1324473.0
2;1;772239.0
2;1;412001.0
2;1;2344468.0
2;1;1763313.0
2;1;653667.0
2;1;2937175.0
2;1;10453361.0
2;1;2360291.0
2;1;1572361.0
2;1;7864864.0
2;1;2627052.0
2;1;4102537.0
2;1;5629868.0
2;1;2805651.0
2;1;5498337.0
2;1;2959833.0
2;1;4072126.0
2;1;4660490.0
2;1;920099.0
2;1;2691714.0
2;1;1454952.0
2;1;686819.0
2;1;5335379.0
2;1;1240069.0
2;1;1675167.0
2;1;755412.0
2;1;427649.0
2;1;3974497.0
2;1;1048461.0
2;1;1400617.0
2;1;4923264.0
2;1;11187577.0
2;1;760176.0
2;1;3616418.0
2;1;4020960.0
2;1;4235880.0
2;1;5247530.0
2;1;3168863.0
2;1;4066110.0
2;1;864868.0
2;1;5183141.0
2;1;3677113.0
2;1;7100994.0
2;1;680575.0
2;1;3066037.0
2;1;3939397.0
2;1;5564880.0
2;1;838901.0
2;1;5762154.0
2;1;4102434.0
2;1;833496.0
2;1;5644713.0
2;1;894816.0
2;1;6786239.0
2;1;3654557.0
2;1;1666442.0
2;1;5066588.0
2;1;526235.0
2;1;903412.0
2;1;686215.0
2;1;4806664.0
2;1;7456959.0
2;1;3610270.0
2;1;590669.0
2;1;11207551.0
2;1;6339117.0
2;1;5953660.0
2;1;9021844.0
2;1;3556640.0
2;1;8817492.0
2;1;526560.0
2;1;943517.0
2;1;722670.0
2;1;743457.0
2;1;1798339.0
2;1;1535342.0
2;1;1064792.0
2;1;5714170.0
2;1;2681761.0
2;1;3450831.0
2;1;1471040.0
2;1;4275924.0
2;1;481425.0
2;1;942219.0
2;1;806290.0
2;1;1035130.0
2;1;404948.0
2;1;718138.0
2;1;6859993.0
2;1;6918653.0
2;1;798273.0
2;1;10207610.0
2;1;711281.0
2;1;2151236.0
2;1;10871525.0
2;1;6536432.0
2;1;4869223.0
2;1;3955374.0
2;1;3079713.0
2;1;2789332.0
2;1;8970877.0
2;1;5621361.0
2;1;8691478.0
2;1;4992220.0
2;1;730343.0
2;1;10541077.0
2;1;662124.0
2;1;841145.0
2;1;5843319.0
2;1;6659194.0
2;1;3705885.0
2;1;2567625.0
2;1;1197861.0
2;1;1995888.0
2;1;3868380.0
2;1;3187885.0
2;1;4162678.0
2;1;3579796.0
2;1;4008431.0
2;1;2452975.0
2;1;4413477.0
2;1;3243439.0
2;1;2563168.0
2;1;3454039.0
2;1;2215598.0
2;1;5758371.0
2;1;646895.0
2;1;3147447.0
2;1;1709997.0
2;1;2385415.0
2;1;612380.0
2;1;10128610.0
2;1;522234.0
2;1;2803109.0
2;1;594754.0
2;1;815532.0
2;1;696897.0
2;1;2178922.0
2;1;1124309.0
2;1;6696574.0
2;1;1573926.0
2;1;4913133.0
2;1;4645347.0
2;1;4396584.0
2;1;2084800.0
2;1;732000.0
2;1;802122.0
2;1;2829903.0
2;1;10209666.0
2;1;11493683.0
2;1;3066109.0
2;1;5212448.0
2;1;3460100.0
2;1;4214185.0
2;1;6517996.0
2;1;4718692.0
2;1;590460.0
2;1;7011532.0
2;1;742248.0
2;1;3173927.0
2;1;910748.0
2;1;1385450.0
2;1;579400.0
2;1;1559432.0
2;1;998847.0
2;1;10182491.0
2;1;601117.0
2;1;11183389.0
2;1;5422112.0
2;1;1328716.0
2;1;557711.0
2;1;508482.0
2;1;7127065.0
2;1;856259.0
2;1;6644915.0
2;1;555044.0
2;1;5715808.0
2;1;847293.0
2;1;650947.0
2;1;1770741.0
2;1;7485128.0
2;1;1814058.0
2;1;951955.0
2;1;11090442.0
2;1;1973820.0
2;1;1367853.0
2;1;1233207.0
2;1;760373.0
2;1;1396431.0
2;1;11980171.0
2;1;2545941.0
2;1;6910323.0
2;1;2373247.0
2;1;368726.0
2;1;7218528.0
2;1;4210919.0
2;1;2286319.0
2;1;8444327.0
2;1;6317504.0
2;1;974278.0
2;1;811499.0
2;1;4087971.0
2;1;7358704.0
2;1;2709729.0
2;1;761848.0
2;1;2238982.0
2;1;634949.0
2;1;6712244.0
2;1;1617756.0
2;1;5954314.0
2;1;1765646.0
2;1;7034247.0
2;1;3799684.0
2;1;839238.0
2;1;8895543.0
2;1;4704263.0
2;1;431938.0
2;1;6084788.0
2;1;3805635.0
2;1;3906826.0
2;1;3174264.0
2;1;3410379.0
2;1;691465.0
2;1;2456726.0
2;1;2454581.0
2;1;1452061.0
2;1;2797569.0
2;1;1498434.0
2;1;706523.0
2;1;671237.0
2;1;1018282.0
2;1;1142500.0
2;1;4856410.0
2;1;837387.0
2;1;721424.0
2;1;681946.0
2;1;335343.0
2;1;816383.0
2;1;50980.0
2;1;521159.0
2;1;5899025.0
2;1;4512727.0
2;1;1752095.0
2;1;3730838.0
2;1;808007.0
2;1;6915332.0
2;1;3653606.0
2;1;4228914.0
2;1;2370713.0
2;1;3408917.0
2;1;5010495.0
2;1;2706176.0
2;1;3854272.0
2;1;1613252.0
2;1;2966161.0
2;1;1628998.0
2;1;3249654.0
2;1;389510.0
2;1;1117088.0
2;1;4025751.0
2;1;5903747.0
2;1;5314090.0
2;1;2311404.0
2;1;2527551.0
2;1;3162645.0
2;1;872468.0
2;1;2616277.0
2;1;7436107.0
2;1;3219473.0
2;1;3926733.0
2;1;10644085.0
2;1;5931767.0
2;1;347391.0
2;1;1020710.0
2;1;4965949.0
2;1;1770682.0
2;1;791872.0
2;1;523020.0
2;1;4724300.0
2;1;4990431.0
2;1;568338.0
2;1;632588.0
2;1;3932357.0
2;1;1455784.0
2;1;3002550.0
2;1;3126120.0
2;1;3210903.0
2;1;1535960.0
2;1;5758399.0
2;1;5602007.0
2;1;3007245.0
2;1;1416178.0
2;1;1394722.0
2;1;7494546.0
2;1;5588082.0
2;1;976709.0
2;1;2613305.0
2;1;2193545.0
2;1;11380188.0
2;1;256997.0
2;1;1262683.0
2;1;573489.0
2;1;2068847.0
2;1;5945818.0
2;1;5840710.0
2;1;5715221.0
2;1;739419.0
2;1;1475211.0
2;1;950191.0
2;1;7270900.0
2;1;5471412.0
2;1;3067879.0
2;1;679290.0
2;1;3899138.0
2;1;600707.0
2;1;1534555.0
2;1;10122947.0
2;1;1788561.0
2;1;2477566.0
2;1;6958145.0
2;1;57590.0
2;1;4112522.0
2;1;6825190.0
2;1;339020.0
2;1;1157758.0
2;1;442064.0
2;1;2709118.0
2;1;704392.0
2;1;3111630.0
2;1;516860.0
2;1;6134488.0
2;1;4507828.0
2;1;4512914.0
2;1;7175443.0
2;1;4057439.0
2;1;4452800.0
2;1;193021.0
2;1;5299221.0
2;1;292652.0
2;1;834749.0
2;1;5198982.0
2;1;8145255.0
2;1;4266097.0
2;1;6160894.0
2;1;3049373.0
2;1;3024345.0
2;1;10125944.0
2;1;6556331.0
2;1;2472570.0
2;1;6018955.0
2;1;6669349.0
2;1;1729407.0
2;1;563063.0
2;1;10744077.0
2;1;10121526.0
2;1;3063337.0
2;1;933428.0
2;1;3297107.0
2;1;2125937.0
2;1;4342996.0
2;1;1020697.0
2;1;3820006.0
2;1;682614.0
2;1;10576075.0
2;1;1499011.0
2;1;2197084.0
2;1;6055554.0
2;1;1494419.0
2;1;1257838.0
2;1;6294913.0
2;1;636497.0
2;1;5673103.0
2;2;8800666.0
2;1;857939.0
2;1;3046092.0
2;1;573552.0
2;1;1961428.0
2;1;8546662.0
2;1;10638519.0
2;1;6152902.0
2;1;637483.0
2;1;519216.0
2;1;9937674.0
2;1;3716763.0
2;1;3805871.0
2;1;2460930.0
2;1;3339234.0
2;1;10418821.0
2;1;4951213.0
2;1;6145678.0
2;1;3200366.0
2;1;731784.0
2;1;1565110.0
2;1;675691.0
2;1;11121810.0
2;1;5855166.0
2;1;6527161.0
2;1;4458013.0
2;1;3821326.0
2;1;4080491.0
2;1;4162434.0
2;1;1738749.0
2;1;638274.0
2;1;6876563.0
2;1;2766087.0
2;1;910313.0
2;1;1965116.0
2;1;1712768.0
2;1;2117693.0
2;1;794423.0
2;1;838315.0
2;1;4955699.0
2;1;868361.0
2;1;815752.0
2;1;2377427.0
2;1;640573.0
2;1;10385167.0
2;1;545525.0
2;1;792471.0
2;1;3576996.0
2;1;3665596.0
2;1;6548371.0
2;1;4127910.0
2;1;5375153.0
2;1;631711.0
2;1;5476685.0
2;1;5666229.0
2;1;10979882.0
2;1;626825.0
2;1;1009477.0
2;1;2595519.0
2;1;3252600.0
2;1;6971179.0
2;1;949985.0
2;1;1567212.0
2;1;588453.0
2;1;606769.0
2;1;671289.0
2;1;717345.0
2;1;209885.0
2;1;7118820.0
2;1;5751893.0
2;1;2097010.0
2;1;3496623.0
2;1;11208089.0
2;1;7434999.0
2;1;6897965.0
2;1;1688194.0
2;1;4646479.0
2;1;4369704.0
2;1;4849202.0
2;1;2530389.0
2;1;422021.0
2;1;1448568.0
2;1;656749.0
2;1;4750484.0
2;1;10570518.0
2;1;4053269.0
2;1;1076049.0
2;1;5903413.0
2;1;8186098.0
2;1;3494334.0
2;1;7488659.0
2;1;887965.0
2;1;5636378.0
2;1;10627448.0
2;1;691145.0
2;1;5148235.0
2;1;4494924.0
2;1;2563131.0
2;1;2703743.0
2;1;1815646.0
2;1;6388714.0
2;1;6496165.0
2;1;729501.0
2;1;5515027.0
2;1;8700560.0
2;1;4501277.0
2;1;647387.0
2;1;4982183.0
2;1;707293.0
2;1;6473511.0
2;1;1082480.0
2;1;937678.0
2;1;523513.0
2;1;572218.0
2;1;5947864.0
2;1;755312.0
2;1;3750432.0
2;1;2614661.0
2;1;4688140.0
2;1;6358550.0
2;1;615401.0
2;1;4901375.0
2;1;1091779.0
2;1;5634763.0
2;1;740724.0
2;1;1135848.0
2;1;6789830.0
2;1;8696485.0
2;1;6142563.0
2;1;3215339.0
2;1;1953520.0
2;1;8547136.0
2;1;7658914.0
2;1;1480647.0
2;1;5989913.0
2;1;6028012.0
2;1;5717214.0
2;1;5016290.0
2;1;3441645.0
2;1;11243621.0
2;1;11360177.0
2;1;524731.0
2;1;805378.0
2;1;1131078.0
2;1;3179966.0
2;1;612003.0
2;1;858308.0
2;1;10597548.0
2;1;2376132.0
2;1;2852032.0
2;1;3001977.0
2;1;1643637.0
2;1;964584.0
2;1;1518611.0
2;1;577436.0
2;1;869296.0
2;1;4569706.0
2;1;3030416.0
2;1;6565521.0
2;1;2237204.0
2;1;6726206.0
2;1;2868067.0
2;2;5068237.0
2;1;7502905.0
2;1;563295.0
2;1;715654.0
2;1;7169542.0
2;1;1837450.0
2;1;4857672.0
2;1;5478951.0
2;1;830289.0
2;2;3408745.0
2;1;1764480.0
2;1;3822978.0
2;1;618166.0
2;1;11198181.0
2;1;588574.0
2;1;1880013.0
2;1;1234281.0
2;1;1428974.0
2;1;4159271.0
2;1;1915906.0
2;1;10603134.0
2;2;4053592.0
2;1;4112576.0
2;1;799010.0
2;1;706947.0
2;1;1253838.0
2;1;7007148.0
2;1;1400719.0
2;1;10595888.0
2;1;2290180.0
2;1;2536609.0
2;1;246143.0
2;1;2084220.0
2;1;2845801.0
2;1;5752721.0
2;1;4249751.0
2;1;2012720.0
2;1;594396.0
2;1;7287935.0
2;1;3762397.0
2;1;4748562.0
2;1;4165685.0
2;1;4446722.0
2;1;2005268.0
2;1;552848.0
2;1;2606698.0
2;1;2455131.0
2;1;773064.0
2;1;1328669.0
2;1;3758440.0
2;1;6235570.0
2;1;2698709.0
2;1;3005111.0
2;1;1581369.0
2;1;1489924.0
2;1;261954.0
2;1;224947.0
2;1;789528.0
2;1;443926.0
2;1;1733175.0
2;1;2978741.0
2;1;3204542.0
2;1;5146501.0
2;1;2083235.0
2;1;1610055.0
2;1;1360940.0
2;1;5674748.0
2;1;1462616.0
2;1;1183589.0
2;1;5444869.0
2;1;550743.0
2;1;2462055.0
2;1;7435477.0
2;1;1814315.0
2;1;7414350.0
2;1;11245819.0
2;1;3909407.0
2;1;4122673.0
2;1;4489701.0
2;1;3011372.0
2;1;656651.0
2;1;975195.0
2;1;751476.0
2;1;2450279.0
2;2;5095087.0
2;1;6363440.0
2;1;6400600.0
2;1;4286950.0
2;1;4153782.0
2;1;4229728.0
2;1;11272800.0
2;1;2579282.0
2;1;8240034.0
2;1;10672286.0
2;1;2121771.0
2;1;4166961.0
2;1;2892675.0
