ENTE;ESTADO_AFILIADO;ESTADO
7397841.0;ACTIVO;AAP       
6947860.0;ACTIVO;AAP       
6984815.0;ACTIVO;AAP       
871368.0;ACTIVO;ANP       
560211.0;ACTIVO;AAP       
145392.0;ACTIVO;ANP       
3957193.0;ACTIVO;AAP       
6773614.0;ACTIVO;AAP       
11154390.0;ACTIVO;AAP       
11822810.0;ACTIVO;AAP       
1573861.0;ACTIVO;AAP       
11201173.0;ACTIVO;AAP       
43120.0;ACTIVO;AAP       
4817388.0;ACTIVO;AAP       
6046521.0;ACTIVO;AAP       
11454264.0;ACTIVO;
5435840.0;ACTIVO;AAP       
558666.0;ACTIVO;ANP       
5403547.0;ACTIVO;AAP       
5205288.0;ACTIVO;RET       
7210878.0;ACTIVO;AAP       
4058128.0;ACTIVO;ANP       
882215.0;ACTIVO;AAP       
12095470.0;ACTIVO;
5714255.0;ACTIVO;AAP       
6478194.0;ACTIVO;AAP       
5942236.0;ACTIVO;ANP       
5710877.0;ACTIVO;ANP       
4436555.0;ACTIVO;
11340293.0;ACTIVO;AAP       
4014456.0;ACTIVO;AAP       
3929972.0;ACTIVO;AAP       
5291855.0;ACTIVO;ACA       
3244294.0;ACTIVO;AAP       
891195.0;ACTIVO;ANP       
5010981.0;ACTIVO;ANP       
12231881.0;ACTIVO;AAP       
5458878.0;ACTIVO;
7189615.0;ACTIVO;
10730348.0;ACTIVO;AAP       
5140359.0;ACTIVO;AAP       
142149.0;ACTIVO;AAP       
11567279.0;ACTIVO;
3712337.0;ACTIVO;
572589.0;ACTIVO;AAP       
663414.0;ACTIVO;AAP       
594884.0;ACTIVO;ANP       
2721220.0;ACTIVO;AAP       
3556071.0;ACTIVO;RET       
166457.0;ACTIVO;ANP       
4722014.0;ACTIVO;
2895694.0;ACTIVO;AAP       
12408600.0;ACTIVO;
7275065.0;ACTIVO;AAP       
6537889.0;ACTIVO;AAP       
11599315.0;ACTIVO;AAP       
12249982.0;ACTIVO;AAP       
8186508.0;ACTIVO;ANP       
6955525.0;ACTIVO;AAP       
7124925.0;ACTIVO;AAP       
601994.0;ACTIVO;RET       
2730817.0;ACTIVO;AAP       
4150413.0;ACTIVO;ANP       
576963.0;ACTIVO;AAP       
11188147.0;ACTIVO;AAP       
11744451.0;ACTIVO;AAP       
4361467.0;ACTIVO;AAP       
6760119.0;ACTIVO;AAP       
1513.0;ACTIVO;ANP       
12207881.0;ACTIVO;AAP       
4700582.0;ACTIVO;ANP       
2257380.0;ACTIVO;AAP       
11802243.0;ACTIVO;ANP       
2926539.0;ACTIVO;AAP       
7659660.0;ACTIVO;AAP       
1834114.0;ACTIVO;AAP       
11651360.0;ACTIVO;ANP       
10990748.0;ACTIVO;AAP       
1903163.0;ACTIVO;AAP       
7338972.0;ACTIVO;
10920773.0;ACTIVO;AAP       
3915623.0;ACTIVO;AAP       
3191056.0;ACTIVO;
5027100.0;ACTIVO;RET       
1484146.0;ACTIVO;AAP       
462835.0;ACTIVO;ANP       
12152765.0;ACTIVO;AAP       
11490377.0;ACTIVO;AAP       
3169323.0;ACTIVO;AAP       
11540770.0;ACTIVO;
12291882.0;ACTIVO;AAP       
5378215.0;ACTIVO;AAP       
830796.0;ACTIVO;AAP       
7002527.0;ACTIVO;AAP       
347022.0;ACTIVO;ANP       
1451723.0;ACTIVO;AAP       
11472014.0;ACTIVO;AAP       
10996444.0;ACTIVO;AAP       
12193258.0;ACTIVO;AAP       
3325410.0;ACTIVO;AAP       
3096388.0;ACTIVO;AAP       
11694221.0;ACTIVO;AAP       
3080593.0;ACTIVO;ANP       
1502352.0;ACTIVO;
2934253.0;ACTIVO;AAP       
12376432.0;ACTIVO;
5049938.0;ACTIVO;ANP       
8098638.0;ACTIVO;AAP       
1020598.0;ACTIVO;
10607931.0;ACTIVO;
184564.0;ACTIVO;RET       
11014581.0;ACTIVO;AAP       
51334.0;ACTIVO;ANP       
4505074.0;ACTIVO;ACA       
5930065.0;ACTIVO;AAP       
4695803.0;ACTIVO;AAP       
269236.0;ACTIVO;AAP       
391219.0;ACTIVO;AAP       
11529852.0;ACTIVO;AAP       
214728.0;ACTIVO;AAP       
12042653.0;ACTIVO;
1435387.0;ACTIVO;
8295108.0;ACTIVO;AAP       
1575899.0;ACTIVO;RET       
362692.0;ACTIVO;AAP       
12318350.0;ACTIVO;AAP       
2411453.0;ACTIVO;ANP       
6363301.0;ACTIVO;ANP       
4949861.0;ACTIVO;
12261785.0;ACTIVO;AAP       
10960426.0;ACTIVO;AAP       
4542395.0;ACTIVO;
165088.0;ACTIVO;AAP       
421445.0;ACTIVO;ANP       
1676549.0;ACTIVO;AAP       
558047.0;ACTIVO;ANP       
7029181.0;ACTIVO;AAP       
11157279.0;ACTIVO;AAP       
2171849.0;ACTIVO;AAP       
4556345.0;ACTIVO;
94412.0;ACTIVO;ANP       
10462603.0;ACTIVO;AAP       
12251317.0;ACTIVO;AAP       
7411872.0;ACTIVO;ANP       
5778952.0;ACTIVO;AAP       
10697748.0;ACTIVO;AAP       
65679.0;ACTIVO;ANP       
11027417.0;ACTIVO;ANP       
1258191.0;ACTIVO;ANP       
11624092.0;ACTIVO;
508571.0;ACTIVO;RET       
10799073.0;ACTIVO;AAP       
522163.0;ACTIVO;AAP       
10342422.0;ACTIVO;AAP       
361092.0;ACTIVO;AAP       
2224130.0;ACTIVO;AAP       
11901145.0;ACTIVO;AAP       
3756850.0;ACTIVO;AAP       
12275096.0;ACTIVO;AAP       
10581505.0;ACTIVO;AAP       
12401727.0;ACTIVO;
10124701.0;ACTIVO;AAP       
5845914.0;ACTIVO;AAP       
817620.0;ACTIVO;AAP       
12205638.0;ACTIVO;
4582096.0;ACTIVO;AAP       
169805.0;ACTIVO;ANP       
10607303.0;ACTIVO;
10888140.0;ACTIVO;
11436406.0;ACTIVO;
6381409.0;ACTIVO;ANP       
6646160.0;ACTIVO;
2841148.0;ACTIVO;ANP       
5307038.0;ACTIVO;AAP       
11027477.0;ACTIVO;
6607530.0;ACTIVO;
12026372.0;ACTIVO;AAP       
8224313.0;ACTIVO;AAP       
11872257.0;ACTIVO;AAP       
11066282.0;ACTIVO;AAP       
14916.0;ACTIVO;ANP       
1658333.0;ACTIVO;
742247.0;ACTIVO;AAP       
5557610.0;ACTIVO;AAP       
10892788.0;ACTIVO;AAP       
10053135.0;ACTIVO;
4211858.0;ACTIVO;AAP       
4040752.0;ACTIVO;AAP       
12034917.0;ACTIVO;AAP       
12168320.0;ACTIVO;AAP       
12402725.0;ACTIVO;AAP       
11996843.0;ACTIVO;
11607621.0;ACTIVO;AAP       
220463.0;ACTIVO;AAP       
11349983.0;ACTIVO;AAP       
4920525.0;ACTIVO;ANP       
1707304.0;ACTIVO;ANP       
239362.0;ACTIVO;ANP       
2105475.0;ACTIVO;AAP       
601725.0;ACTIVO;RET       
786188.0;ACTIVO;AAP       
118705.0;ACTIVO;ANP       
8297789.0;ACTIVO;ANP       
21368.0;ACTIVO;ANP       
12396868.0;ACTIVO;
8001540.0;ACTIVO;AAP       
3693602.0;ACTIVO;ANP       
4967888.0;ACTIVO;AAP       
1946267.0;ACTIVO;ANP       
10523964.0;ACTIVO;ANP       
6834520.0;ACTIVO;AAP       
6914368.0;ACTIVO;ANP       
2044754.0;ACTIVO;ANP       
863697.0;ACTIVO;ACA       
5267270.0;ACTIVO;RET       
6607998.0;ACTIVO;ANP       
4827091.0;ACTIVO;AAP       
11859051.0;ACTIVO;AAP       
7274564.0;ACTIVO;AAP       
8906327.0;ACTIVO;AAP       
5864077.0;ACTIVO;AAP       
350498.0;ACTIVO;AAP       
5073972.0;ACTIVO;AAP       
11579357.0;ACTIVO;AAP       
12288961.0;ACTIVO;AAP       
11721450.0;ACTIVO;AAP       
4724755.0;ACTIVO;AAP       
151106.0;ACTIVO;AAP       
5531448.0;ACTIVO;AAP       
2050116.0;ACTIVO;ANP       
1094009.0;ACTIVO;
4939108.0;ACTIVO;AAP       
1643018.0;ACTIVO;AAP       
11385976.0;ACTIVO;
8766568.0;ACTIVO;AAP       
248461.0;ACTIVO;AAP       
11646642.0;ACTIVO;AAP       
7092624.0;ACTIVO;AAP       
962803.0;ACTIVO;ACA       
451916.0;ACTIVO;AAP       
856947.0;ACTIVO;AAP       
2437565.0;ACTIVO;AAP       
340185.0;ACTIVO;AAP       
12213024.0;ACTIVO;AAP       
4410350.0;ACTIVO;AAP       
5022675.0;ACTIVO;ANP       
12012130.0;ACTIVO;
537697.0;ACTIVO;ANP       
10722934.0;ACTIVO;
565841.0;ACTIVO;AAP       
2719850.0;ACTIVO;AAP       
3094290.0;ACTIVO;AAP       
11289851.0;ACTIVO;AAP       
2926352.0;ACTIVO;AAP       
4302103.0;ACTIVO;RET       
552035.0;ACTIVO;ANP       
3760939.0;ACTIVO;ANP       
5161177.0;ACTIVO;AAP       
4391795.0;ACTIVO;AAP       
4881770.0;ACTIVO;AAP       
1824522.0;ACTIVO;AAP       
148466.0;ACTIVO;ANP       
8899396.0;ACTIVO;AAP       
2956686.0;ACTIVO;ANP       
720749.0;ACTIVO;RET       
4138094.0;ACTIVO;AAP       
16352.0;ACTIVO;ANP       
4686117.0;ACTIVO;AAP       
1386713.0;ACTIVO;AAP       
15420.0;ACTIVO;ANP       
3218654.0;ACTIVO;AAP       
11887808.0;ACTIVO;AAP       
130184.0;ACTIVO;ANP       
8224790.0;ACTIVO;AAP       
2007758.0;ACTIVO;
6951136.0;ACTIVO;AAP       
2505441.0;ACTIVO;ANP       
1568074.0;ACTIVO;ANP       
12306551.0;ACTIVO;AAP       
5771044.0;ACTIVO;AAP       
3726440.0;ACTIVO;AAP       
4139719.0;ACTIVO;AAP       
6081259.0;ACTIVO;
1362860.0;ACTIVO;AAP       
3617364.0;ACTIVO;AAP       
11232218.0;ACTIVO;AAP       
6564938.0;ACTIVO;
11260435.0;ACTIVO;ANP       
12322300.0;ACTIVO;
5025409.0;ACTIVO;AAP       
12322186.0;ACTIVO;AAP       
441067.0;ACTIVO;ANP       
11058727.0;ACTIVO;AAP       
2873334.0;ACTIVO;ANP       
6695941.0;ACTIVO;AAP       
5847493.0;ACTIVO;ANP       
6953890.0;ACTIVO;AAP       
1848460.0;ACTIVO;ACA       
11688739.0;ACTIVO;ANP       
390985.0;ACTIVO;AAP       
3477286.0;ACTIVO;
6336328.0;ACTIVO;AAP       
12294316.0;ACTIVO;AAP       
4857070.0;ACTIVO;AAP       
381584.0;ACTIVO;AAP       
59092.0;ACTIVO;ANP       
4526763.0;ACTIVO;AAP       
183335.0;ACTIVO;ANP       
11461577.0;ACTIVO;AAP       
4609788.0;ACTIVO;AAP       
10716077.0;ACTIVO;AAP       
6990089.0;ACTIVO;AAP       
1005558.0;ACTIVO;
12310847.0;ACTIVO;
40614.0;ACTIVO;AAP       
3943273.0;ACTIVO;AAP       
12216017.0;ACTIVO;AAP       
12000764.0;ACTIVO;AAP       
11379535.0;ACTIVO;
5856164.0;ACTIVO;AAP       
7034718.0;ACTIVO;AAP       
891197.0;ACTIVO;AAP       
4108814.0;ACTIVO;AAP       
152527.0;ACTIVO;ANP       
891983.0;ACTIVO;ANP       
6377592.0;ACTIVO;AAP       
3735540.0;ACTIVO;ANP       
6955738.0;ACTIVO;AAP       
3010144.0;ACTIVO;AAP       
5255858.0;ACTIVO;AAP       
241999.0;ACTIVO;ANP       
11156080.0;ACTIVO;AAP       
1905964.0;ACTIVO;ANP       
7421917.0;ACTIVO;AAP       
86750.0;ACTIVO;ANP       
6670088.0;ACTIVO;
3918773.0;ACTIVO;AAP       
3815278.0;ACTIVO;AAP       
11940176.0;ACTIVO;AAP       
5756028.0;ACTIVO;AAP       
3349983.0;ACTIVO;AAP       
2763354.0;ACTIVO;AAP       
11588867.0;ACTIVO;
11409755.0;ACTIVO;AAP       
1498470.0;ACTIVO;AAP       
41902.0;ACTIVO;ANP       
2236076.0;ACTIVO;AAP       
393581.0;ACTIVO;ANP       
12076447.0;ACTIVO;
11749443.0;ACTIVO;AAP       
1254517.0;ACTIVO;ANP       
3857096.0;ACTIVO;ANP       
6371979.0;ACTIVO;ANP       
4964469.0;ACTIVO;AAP       
7211975.0;ACTIVO;
2793197.0;ACTIVO;
12187314.0;ACTIVO;AAP       
12280710.0;ACTIVO;AAP       
4121077.0;ACTIVO;ANP       
3287851.0;ACTIVO;
8708265.0;ACTIVO;AAP       
11292774.0;ACTIVO;
2748588.0;ACTIVO;
7127219.0;ACTIVO;ANP       
2457965.0;ACTIVO;ACA       
12307623.0;ACTIVO;AAP       
1800468.0;ACTIVO;ACA       
187867.0;ACTIVO;ANP       
5080717.0;ACTIVO;AAP       
11750314.0;ACTIVO;AAP       
4976109.0;ACTIVO;ANP       
12311392.0;ACTIVO;AAP       
2963551.0;ACTIVO;AAP       
3826949.0;ACTIVO;AAP       
341023.0;ACTIVO;AAP       
4669037.0;ACTIVO;
1612035.0;ACTIVO;AAP       
6050467.0;ACTIVO;AAP       
11731302.0;ACTIVO;
10671721.0;ACTIVO;AAP       
6165886.0;ACTIVO;AAP       
4521183.0;ACTIVO;
1495613.0;ACTIVO;AAP       
3341179.0;ACTIVO;ANP       
11798614.0;ACTIVO;AAP       
7416037.0;ACTIVO;AAP       
8196589.0;ACTIVO;AAP       
5100107.0;ACTIVO;AAP       
11068603.0;ACTIVO;AAP       
8145477.0;ACTIVO;ANP       
6646067.0;ACTIVO;AAP       
5974809.0;ACTIVO;AAP       
2818182.0;ACTIVO;AAP       
272818.0;ACTIVO;ANP       
12015060.0;ACTIVO;AAP       
11611093.0;ACTIVO;AAP       
5977260.0;ACTIVO;
12311023.0;ACTIVO;AAP       
12313733.0;ACTIVO;
5004153.0;ACTIVO;ACA       
8534272.0;ACTIVO;AAP       
20294.0;ACTIVO;ANP       
2526988.0;ACTIVO;
10938803.0;ACTIVO;AAP       
6829057.0;ACTIVO;AAP       
4275657.0;ACTIVO;AAP       
5349767.0;ACTIVO;AAP       
1805020.0;ACTIVO;
5026965.0;ACTIVO;AAP       
1830764.0;ACTIVO;AAP       
6894453.0;ACTIVO;AAP       
2107881.0;ACTIVO;
12348650.0;ACTIVO;
2885026.0;ACTIVO;ANP       
596217.0;ACTIVO;RET       
4580904.0;ACTIVO;ACA       
8545540.0;ACTIVO;AAP       
6701595.0;ACTIVO;
4799784.0;ACTIVO;AAP       
2882430.0;ACTIVO;ANP       
3885451.0;ACTIVO;
4527549.0;ACTIVO;AAP       
12268538.0;ACTIVO;AAP       
10318310.0;ACTIVO;
12242841.0;ACTIVO;ANP       
6794262.0;ACTIVO;ANP       
6491604.0;ACTIVO;ANP       
1429110.0;ACTIVO;ANP       
3559647.0;ACTIVO;AAP       
1789176.0;ACTIVO;ANP       
562958.0;ACTIVO;AAP       
1437607.0;ACTIVO;AAP       
1542456.0;ACTIVO;ANP       
3825976.0;ACTIVO;ANP       
12140749.0;ACTIVO;AAP       
12429123.0;ACTIVO;
8997814.0;ACTIVO;AAP       
12060213.0;ACTIVO;AAP       
11606015.0;ACTIVO;
7367687.0;ACTIVO;AAP       
8194332.0;ACTIVO;AAP       
6043344.0;ACTIVO;
11290808.0;ACTIVO;
507043.0;ACTIVO;AAP       
2799689.0;ACTIVO;AAP       
292115.0;ACTIVO;ANP       
761942.0;ACTIVO;AAP       
5496256.0;ACTIVO;AAP       
541671.0;ACTIVO;ANP       
2805841.0;ACTIVO;ANP       
10525030.0;ACTIVO;AAP       
6363231.0;ACTIVO;ANP       
5608511.0;ACTIVO;AAP       
12292599.0;ACTIVO;
832095.0;ACTIVO;AAP       
10459419.0;ACTIVO;AAP       
417233.0;ACTIVO;AAP       
4915783.0;ACTIVO;RET       
11473826.0;ACTIVO;
4530964.0;ACTIVO;ANP       
1880122.0;ACTIVO;AAP       
6962581.0;ACTIVO;ANP       
11646564.0;ACTIVO;ANP       
3415000.0;ACTIVO;AAP       
1281007.0;ACTIVO;ANP       
49757.0;ACTIVO;ANP       
8763873.0;ACTIVO;AAP       
3500926.0;ACTIVO;
1268825.0;ACTIVO;AAP       
